,noise_proportion_corrected(beta),noise_ratio(alpha),machine_learning_model(f),mean,std
127,100.0%,0.65,lr,0.7326750000000001,0.15640283418429637
128,100.0%,0.65,rf,0.771771875,0.1379899486686229
129,100.0%,0.65,svc,0.75768125,0.1737788796640593
130,20.0%,0.05,cnn,0.001657232704402511,0.007171528261818576
131,20.0%,0.05,dt,0.005328124999999984,0.009375642011560081
132,20.0%,0.05,lr,0.0011093749999999912,0.0021395290399007297
133,20.0%,0.05,rf,0.00013178294573642325,0.0029827101899982207
134,20.0%,0.05,svc,0.0013281249999999882,0.0031000339189663825
135,20.0%,0.1,cnn,0.0037658227848101178,0.007740963683254468
136,20.0%,0.1,dt,0.005024999999999986,0.011512885862393603
137,20.0%,0.1,lr,0.002174999999999977,0.002641111829914276
138,20.0%,0.1,rf,0.0014964539007092034,0.0035352795675977038
139,20.0%,0.1,svc,0.0015374999999999864,0.0038163624882221734
140,20.0%,0.15,cnn,0.006443749999999994,0.009964242279964699
141,20.0%,0.15,dt,0.006309374999999992,0.012525680774001893
142,20.0%,0.15,lr,0.0044343749999999765,0.0040767487180426954
143,20.0%,0.15,rf,0.0028154362416107272,0.004711741011102416
144,20.0%,0.15,svc,0.0019156249999999833,0.003454202560677152
145,20.0%,0.2,cnn,0.014021874999999984,0.020730476673943857
146,20.0%,0.2,dt,0.01341874999999998,0.022541428491284047
147,20.0%,0.2,lr,0.008690624999999983,0.007943763004779317
148,20.0%,0.2,rf,0.006856666666666645,0.008183166685473106
149,20.0%,0.2,svc,0.004209374999999981,0.0048390679085202285
150,20.0%,0.25,cnn,0.03417812499999997,0.041593130588902946
151,20.0%,0.25,dt,0.028834374999999975,0.04395826786933633
152,20.0%,0.25,lr,0.018337499999999944,0.015552967926436248
153,20.0%,0.25,rf,0.019167721518987327,0.021814038222329822
154,20.0%,0.25,svc,0.009331249999999963,0.00888622839181204
155,20.0%,0.3,cnn,0.050040624999999964,0.05001304772759949
156,20.0%,0.3,dt,0.05254687499999996,0.05500531126084567
157,20.0%,0.3,lr,0.031190624999999954,0.023291080693228695
158,20.0%,0.3,rf,0.037231249999999966,0.037313767650685024
159,20.0%,0.3,svc,0.019174999999999963,0.0212600845475401
160,20.0%,0.35,cnn,0.07573124999999996,0.06041660626759071
161,20.0%,0.35,dt,0.08428749999999999,0.08676953045334715
162,20.0%,0.35,lr,0.06554687499999996,0.04156331068628201
163,20.0%,0.35,rf,0.07297812499999996,0.06070345868097907
164,20.0%,0.35,svc,0.06576874999999996,0.07151685132599803
165,20.0%,0.4,cnn,0.12743749999999995,0.07283166923821778
166,20.0%,0.4,dt,0.09391249999999995,0.07490172911994243
167,20.0%,0.4,lr,0.10911874999999993,0.05448545728019035
168,20.0%,0.4,rf,0.12034687499999996,0.06629529416111528
169,20.0%,0.4,svc,0.12167499999999998,0.09827880696961613
170,20.0%,0.45,cnn,0.1674625,0.07158081482013506
171,20.0%,0.45,dt,0.09233749999999995,0.05931711892433985
172,20.0%,0.45,lr,0.17176249999999996,0.05196125037833965
173,20.0%,0.45,rf,0.18046249999999997,0.03759242488593989
174,20.0%,0.45,svc,0.19303749999999995,0.07562871800725823
175,20.0%,0.5,cnn,0.23826562499999998,0.09381149843489672
176,20.0%,0.5,dt,0.2245375,0.13752094808981652
177,20.0%,0.5,lr,0.257103125,0.07558707538339954
178,20.0%,0.5,rf,0.271175,0.0947377578755989
179,20.0%,0.5,svc,0.286403125,0.10347894230038747
